,Requirement,Services
771,A search described in requirements UCAR203 results in a displayed set of POIâ€™s that match the search input.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
772,"It is possible to view an element from the search result described in UCAR201, UCAR202 and UCAR203 in the map view.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
773,It is possible to navigate from a building on the campus to another building on the campus.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
774,It is possible to navigate from a building on the campus to a POI on the campus.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
775,It is possible to navigate from a POI on the campus to a building on the campus.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
776,It is possible to navigate from a POI on the campus to a POI on the campus.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
777,It is possible to navigate from an POI on the campus to another location on the campus.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
778,It is possible to navigate from a street on the campus to another location on the campus.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
779,It is possible to switch between different means of transportation in the navigator.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
780,The from-location can be searched by the name of a building.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
781,The from-location can be searched by the address of a building.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
782,The from-location can be searched by the name of a POI.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
783,The from-location is selected from the search result described in UCAR211 and UCAR212.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
784,The from-location can be selected on the map.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
785,The to-location can be searched by the name of a building.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
786,The to-location can be searched by the address of a building.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
787,The to-location can be searched by the name of a POI.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
788,The to-location is selected from the search result described in UCAR215 and UCAR216.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
789,The to-location can be selected on the map.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
790,The route planned by the navigator is shown in the map view.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
791,The application has a map view in stylistic style.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
792,The application has a map view in satellite style.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
793,It is possible to switch between stylistic map view and satellite map view.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
794,It is possible to zoom when in the map view.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
795,It is possible to pan when in the map view.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
796,Current location is shown in the map view.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
797,POIâ€™s of a building are indicated.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
798,It is possible to â€œtweetâ€ the userâ€™s current location.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
799,It is possible to change the status on Facebook. The new status will indicate the userâ€™s current location.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
800,The administrator can change the stylistic map.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
801,The administrator can add buildings.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
802,The administrator can remove buildings.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
803,The administrator can add vertices of a path which is used in the route planner.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
804,The administrator can remove vertices of a path which is used in the route planner.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
805,The administrator can remove edges of a path which is used in the route planner.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
806,The administrator can add edges of a path which is used in the route planner.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
807,"The administrator can add POIâ€™s. A POI should belong to a certain building, floor and room number.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
808,"The administrator can remove POIâ€™s. A POI should belong to a certain building, floor and room number.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
809,"The administrator can link a POI to a certain building, floor and room.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
810,"The administrator can unlink a POI from a certain building, floor and room.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
811,Titles of all news items available through the news RSS-feeds are shown on the title screen.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon SNS,Amazon AppSync,Amazon Amplify"
812,"From the first titles of the news articles, the first lines are shown.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
813,Full news report is shown after choosing the corresponding news title.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
814,It is possible to â€œlikeâ€ a certain news item.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
815,It is possible to â€œtweetâ€ a certain news item.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
816,The administrator can modify the list of news RSS-feeds that are available in English.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
817,The administrator can modify the list of news RSS-feeds that are available in Dutch.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
818,"When the agenda-app is started, upcoming events are shown on the title screen.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
819,There is a calender view.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
820,It is possible to open calendar view.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
821,It is possible to close calendar view.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
822,The user can change the calender to a different month.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
823,The user is able to see on which days events take place in calendar view.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
824,The current day is indicated on the calendar.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
825,By selecting a certain day in the calendar the events for that day are shown.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
826,It is possible to search for events by date.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
827,It is possible to search for events by subject.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
828,A search described in requirements UCAR406 and UCAR407 results in a displayed set of events that match the search input.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
829,It is possible to â€œlikeâ€ a certain event.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
830,It is possible to â€œtweetâ€ a certain event.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
831,The only events that are available in the agenda-app are extracted from the agenda RSS-feeds in the selected language.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon SNS,Amazon AppSync,Amazon Amplify"
832,The administrator can modify the list of agenda RSS-feeds that are available in English.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon SNS,Amazon AppSync,Amazon Amplify"
833,The administrator can modify the list of agenda RSS-feeds that are available in Dutch.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon SNS,Amazon AppSync,Amazon Amplify"
834,It is possible to search a person by name.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
835,It is possible to search a person by department.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
836,A search described in requirements UCAR501 and UCAR502 results in a displayed set of employees that match the search input.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
837,It is possible to view all personal info available through the employee pages of a person in the search result set of requirement UCAR503.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
838,It is possible to show the location of the employeeâ€™s office in the map view (see 3.1.3).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
839,It is possible to plan a route to the location of the employeeâ€™s office (see 3.1.3).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
840,When the Encyclopedia-app is started the most searched items are shown on the title screen.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
841,When the Encyclopedia-app is started the most recent items are shown on the title screen.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticCache"
842,It is possible to search the book by a certain word or phrase.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
843,A search described in requirement UCAR602 results in a displayed set of topics.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
844,The user can select a topic from the search result list.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
845,By clicking on a topic the full text regarding that topic is shown.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
846,It is possible to â€œlikeâ€ a certain topic.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
847,It is possible to â€œtweetâ€ a certain topic.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
848,When the student handbook-app is started the most searched items are shown on the title screen.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
849,A search described in requirement UCAR702 results in a displayed set of topics.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
850,The user can select a topic from the search result described in requirement UCAR703.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
851,When the Facebook-app is started the page of TU/e on Facebook is shown on the title screen.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
852,Other TU/e related Facebook-sites can be selected from a list (see for contents of list requirement UCAR803).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
853,The administrator can modify the list of TU/e related Facebook-sites.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
854,When the Twitter-app is started the page of TU/e on Twitter is shown on the title screen.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
855,Other TU/e related Twitter-sites can be selected from a list (see for contents of list requirement UCAR903).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
856,The administrator can modify the list of TU/e related Twitter-sites.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
857,Download mobile application DESC: A user should be able to download the mobile application through either an application store or similar service on the mobile phone. The application should be free to download.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Amplify"
858,"Download and notify users of new releases DESC: When a new/updated version or release of the software is released, the user should check for these manually. The download of the new release should be done through the mobile phone in the same way as downloading the mobile application.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon AppSync,Amazon SNS"
859,"User registration - Mobile application DESC: Given that a user has downloaded the mobile application, then the user should be able to register through the mobile application. The user must provide user-name, password and e-mail address. The user can choose to provide a regularly used phone number.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito"
860,"User log-in - Mobile application DESC: Given that a user has registered, then the user should be able to log in to the mobile application. The log-in information will be stored on the phone and in the future the user should be logged in automatically.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito"
861,"Retrieve password DESC: Given that a user has registered, then the user should be able to retrieve his/her password by e-mail.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito"
862,"Mobile application - Search DESC: Given that a user is logged in to the mobile application, then the first page that is shown should be the search page. The user should be able to search for a restaurant, according to several search options. The search options are Price, Destination, Restaurant type and Specific dish. There should also be a free text search option. A user should be able to select multiple search options in one search.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
863,"Mobile application - Search result in a map view DESC: Search results can be viewed on a map. On the map, the relevant and closest restaurants according to the userâ€™s position are shown. A specific pin will represent a specific restaurant location. On each pin there should be an information link. There should be maximally 100 results displayed. The map view should have a default zoom. The map view should include a button that, when selected, should display different filtering options in a filtering menu.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
864,"Mobile application - Search result in a list view Search results can be viewed in a list. Each element in the list represents a specific restaurant. Each element should include the restaurant name, telephone number, type of food, distance according to the userâ€™s position, average price, a short two-line description, a link to the restaurantâ€™s web-page and an information link. There should be maximally 100 results displayed. If the result contains more restaurants than what can be displayed on the screen at one time, the user should be able to scroll through them. When searching by price the restaurants should be sorted according to the following order: 1. average price 2. distance 3. restaurant type 4. specific dish When searching by a search option, other than price, the restaurants should be sorted according to the following order: 1. distance 2. average price 3. restaurant type 4. specific dish The list view should include a header with different selectable sorting options. The list view should include a button that, when selected, should display different filtering options in a filtering menu.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
865,"Mobile application - Navigation to restaurant DESC: A user should be able to select a pin on a map or an element on a list. When a selection is made, the location of the restaurant should be sent to the mobile phoneâ€™s GPS-navigation program. The user should then be navigated to the destination. When the destination is reached, a user should be able to go back to the search page on the mobile application.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
866,Mobile application - Switch result view DESC: A user should be able to switch between a map view and a list view for all search options.,"Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
867,"Mobile application - Selecting the information link DESC: A user should be able to select the information link, which is included on all result items. The link will direct the user to an information page, which includes a picture of the restaurant, the restaurant name, address, phone number, e-mail address, type of food, average price, restaurant description and a menu with name, description and price of the different dishes.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
868,Mobile application - Search by price DESC: A user should be able to input a maximum and a minimum price range. The result is displayed in a list view by default.,"Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
869,"Mobile application - Search by destination DESC: A user should be able to input a maximum and a minimum distance, according to his/her position. By default the minimum distance is set to 0 km and the maximum to 10 km. The user should be able to input a higher or lower maximum distance and a higher minimum distance than set by default. The result is displayed in a map view by default.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
870,Accepted input for price and destination search DESC: Integers should be accepted as input when a user searches by price or destination. If the system receives an invalid input the user should be informed and prompted to insert an accepted input.,"Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
871,Mobile application - Search by restaurant type DESC: A user should be able to select a restaurant type in a given list as input. The result is displayed in a map view by default.,"Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
872,Mobile application - Search by specific dish DESC: A user should be able to select a specific dish in a given list as input. The result is displayed in a map view by default.,"Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
873,"Mobile application - Free-text search DESC: A user should be able to conduct a search by providing either restaurant name, restaurant description, restaurant address, restaurant type or restaurant menu in the free-text search field. The result is displayed in a map view by default.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
874,Mobile application - No match found DESC: If no match is found the user should be informed but kept on the search page in order to get the possibility to conduct a new search right away.,"Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
875,"Mobile application - Sorting results DESC: When viewing the results in a list, a user should be able to sort the results according to price, distance, restaurant type, specific dish or restaurant name. When sorting by restaurant name, specific dish or restaurant type the results should be ordered alphabetically. When sorting by price the results should be ordered from cheapest to most expensive. When sorting by distance the results should be ordered from closets to furthest distance according to the userâ€™s position. When the sort button for a specific search option is clicked, then the order should be reversed and ordered in a descending matter. If the sort button is clicked again the order of the results should be reversed.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
876,"Mobile application - Filtering results DESC: When viewing the results in a list or a map, a user should be able to filter the results in a filtering menu. The filtering options include: increasing or decreasing the maximum distance increasing or decreasing the maximum price choosing a restaurant type choosing a specific dish","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
877,"Mobile application - Profile page DESC: On the mobile application, a user should have a profile page. On the profile page a user can edit his/her information, which includes the password, e-mail address and phone number. A user should also be able to choose what language the mobile application should be set to. The different language choices are Swedish, English, Spanish and French.","Amazon Amplify,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
878,Required information for registration Given the restaurant owner wants to create an account And the restaurant owner does not have an account When the restaurant owner registers on the web-portal by providing user-name And password And address And e-mail address And phone number Then the restaurant owner should be able to apply for verification ,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
879,Full information for registration Given the restaurant owner wants to create an account And the restaurant owner does not have an account When the restaurant owner registers on the web-portal by providing user name And password And address And e-mail address And phone number And mobile number Then the restaurant owner should be able to apply for verification,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
880,Confirmed registration Given the restaurant owner has applied for verification And has not received a confirmation e-mail after registration When the restaurant owner receives a confirmation e-mail Then the restaurant owner should be able to log in,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
881,Successful log-in Given the restaurant owner wants to log in When the restaurant owner logs in with his/her account Then the restaurant owner should be logged in as a restaurant owner,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
882,Retrieve password Given the restaurant owner wants to log in And has lost the password When the restaurant owner enters his/her email address in the â€œRetrieve passwordâ€ form And submits the form Then the restaurant owner should receive an email containing the password,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
883,Show fields for managing information Given the restaurant owner is logged in When the restaurant owner wants to manage information Then the restaurant owner should be able to manage information in a form,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
884,Filling in mandatory fields Given the restaurant owner wants to fill in the mandatory fields of the form When the restaurant owner provides average price And address And e-mail address And phone number And restaurant name Then the restaurant owner has filled the mandatory fields of the form,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
885,Filling in optional fields Given the restaurant owner of a restaurant wants to fill in optional fields in the form When the restaurant owner provides restaurant description And menu And type of restaurant And picture of restaurant And mobile phone Then the restaurant owner has filled in optional fields in the form,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
886,Filling in menu field Given the restaurant owner wants to fill in the menu field in the form When the restaurant owner provides dish name And dish description And dish price Then the restaurant owner has filled in the menu field in the form,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
887,Adding information with mandatory fields Given the restaurant owner has filled in the mandatory fields of the form When the restaurant owner submits the form Then the information about the restaurant should be added,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
888,Adding information with mandatory and optional fields Given the restaurant owner has filled in the mandatory fields of the form And filled in one or more optional fields of the form When the restaurant owner submits the form Then the information about the restaurant should be added,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
889,Deleting information Given the restaurant owner is logged in And information exists When the restaurant owner deletes information Then the information should be deleted,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
890,Editing information Given the restaurant owner is logged in And information exists When the restaurant owner edits information Then the information should be edited,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
891,Select English as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects English as a new language Then the web-portal will show all text in English,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
892,Select Swedish as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects Swedish as a new language Then the web-portal will show all text in Swedish,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
893,Select French as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects French as a new language Then the web-portal will show all text in French,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
894,Select Spanish as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects Spanish as a new language Then the web-portal will show all text in Spanish,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
895,Successful log-in Given the administrator wants to log in When the administrator logs in with an administrator account Then the administrator should be logged in as an administrator,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
896,Verify a restaurant owner Given the administrator is logged in When the administrator verifies a restaurant owner Then the restaurant owner should be able to log in And the restaurant owner should be notified by a confirmation email,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
897,Reject a restaurant owner Given the administrator is logged in When the administrator rejects a restaurant owner Then the restaurant owner should not be able to log in And the restaurant owner should be notified by a rejection email,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
898,Add a new restaurant type Given the administrator is logged in When the administrator creates a new restaurant type Then the new restaurant type should be added to the list of restaurant types,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
899,Editing an existing restaurant type Given the administrator is logged in When the administrator edits an existing restaurant type Then the restaurant type should be updated in the list of restaurant types,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
900,Delete a restaurant type Given the administrator is logged in When the administrator deletes a restaurant type Then the deleted restaurant type should be removed from the list of restaurant types,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
901,Add a new dish Given the administrator is logged in When the administrator creates a new dish Then the new dish should be added to the list of dishes,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
902,Editing an existing dish Given the administrator is logged in When the administrator edits an existing dish Then the dish should be updated in the list of dishes,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
903,Delete a dish Given the administrator is logged in When the administrator deletes a dish Then the deleted dish should be removed from the list of dishes,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
904,Add restaurant information Given the administrator is logged in When the administrator adds restaurant information Then the information should be added to the restaurant,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
905,Delete restaurant information Given the administrator is logged in And information about a restaurant exists When the administrator deletes the information Then the information about the restaurant should be deleted,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
906,Edit restaurant information Given the administrator is logged in And information about a restaurant exists When the administrator edits the information Then the information about the restaurant should be edited,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
907,Edit an existing userâ€™s information Given the administrator is logged in When the administrator edits an existing user Then the user information should be updated,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
908,Delete/Inactivate an existing user Given the administrator is logged in When the administrator deletes an existing user Then the user should be deleted,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
909,Add a new restaurant owner Given the administrator is logged in When the administrator creates a new restaurant owner Then the new restaurant owner should be added,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
910,Edit an existing restaurant owner Given the administrator is logged in When the administrator edits an existing restaurant owner Then the restaurant owner information should be updated,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
911,Delete an existing restaurant owner Given the administrator is logged in When the administrator deletes an existing restaurant owner Then the restaurant owner should be deleted And the restaurant information should be deleted,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
912,Select English as preferred language Given the administrator wants to select a preferred language When the administrator selects English as a new language Then the web-portal will show all text in English,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
913,Select Swedish as preferred language Given the administrator wants to select a preferred language When the administrator selects Swedish as a new language Then the web-portal will show all text in Swedish,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
914,Select French as preferred language Given the administrator wants to select a preferred language When the administrator selects French as a new language Then the web-portal will show all text in French,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
915,Select Spanish as preferred language Given the administrator wants to select a preferred language When the administrator selects Spanish as a new language Then the web-portal will show all text in Spanish,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
916,Prominent search feature DESC: The search feature should be prominent and easy to find for the user.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
917,"Usage of the search feature DESC: The different search options should be evident, simple and easy to understand.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
918,Usage of the result in the list view DESC: The results displayed in the list view should be user friendly and easy to understand. Selecting an element in the result list should only take one click.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
919,Usage of the result in the map view DESC: The results displayed in the map view should be user friendly and easy to understand. Selecting a pin on the map should only take one click.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
920,Usage of the information link DESC: The information link should be prominent and it should be evident that it is a usable link. Selecting the information link should only take one click.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
921,"In this case, user enters his/her username, name, surname, password, mail address sets a profile photo. When the user fills all necessary fields, an activation mail will be sent to users mail address. User will be able to log in and start using the system just after activating his/her account.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
922,"In this case, user enters his/her username or email and his/her password and logs in the system.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
923,"In this case, user touches log out button, and logs out of the system. The user will not use the system until he/she logs in again.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
924,"In this case, user is able to search items. User can search items according to their price, their location, their category.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
925,"In this case, user is able to browse the profiles other users. User can see the other users user names, profile photos, and the usersâ€™ items.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
926,"In this case, user is able to browse categories according to his/her wishes. User can also see how many items each category has.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
927,"In this case, user is able browse items. User can see the itemsâ€™ pictures, prices, and other features.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
928,"In this case, user can change his/her username, email address, profile picture and password. If the user changes his/her username or password, a notification mail will be sent to the userâ€™s email address. The changes will apply if the user clicks on the link in the email.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Cognito,Amazon SES"
929,"In this case, user can buy credits from the system. He/she can use credit card or his/her PayPal account.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
